env,room,query_id,model,edt_s,c50_db,t60_pct
acousticrooms_unseen,Office_idx_11,S9_R22,simplevit,0.0454422,0.925884,7.65464
acousticrooms_unseen,Office_idx_11,S9_R23,simplevit,0.0587755,0.788952,6.65383
acousticrooms_unseen,Office_idx_11,S9_R24,simplevit,0.00870748,1.79297,7.10596
acousticrooms_unseen,Office_idx_11,S9_R25,simplevit,0.266939,4.12457,0.691017
acousticrooms_unseen,Office_idx_11,S10_R1,simplevit,0.037551,0.90426,9.8989
acousticrooms_unseen,Office_idx_11,S10_R2,simplevit,0.0628571,1.31558,10.0739
acousticrooms_unseen,Office_idx_11,S10_R3,simplevit,0.0737415,0.468751,0.343084
acousticrooms_unseen,Office_idx_11,S10_R4,simplevit,0.0495238,0.596471,9.63896
acousticrooms_unseen,Office_idx_11,S10_R5,simplevit,0.121633,0.877589,9.22355
acousticrooms_unseen,Office_idx_11,S10_R6,simplevit,0.0342857,0.804168,0.604839
acousticrooms_unseen,Office_idx_11,S10_R7,simplevit,0.0661224,0.418051,5.55055
acousticrooms_unseen,Office_idx_11,S10_R8,simplevit,0.123265,3.13502,1.68926
acousticrooms_unseen,Office_idx_11,S10_R9,simplevit,0.0702041,2.08479,8.76133
acousticrooms_unseen,Office_idx_11,S10_R10,simplevit,0.092517,2.33676,9.66516
acousticrooms_unseen,Office_idx_11,S10_R11,simplevit,0.0255782,0.346441,8.08209
acousticrooms_unseen,Office_idx_11,S10_R12,simplevit,0.0122449,0.931183,4.36402
acousticrooms_unseen,Office_idx_11,S10_R13,simplevit,0.0408163,1.12247,9.00548
acousticrooms_unseen,Office_idx_11,S10_R14,simplevit,0.199184,4.79724,0.0563275
acousticrooms_unseen,Office_idx_11,S10_R15,simplevit,0.0917007,2.30013,5.40541
acousticrooms_unseen,Office_idx_11,S10_R16,simplevit,0.0854422,2.00723,2.1638
acousticrooms_unseen,Office_idx_11,S10_R17,simplevit,0.0029932,0.230746,0.697987
acousticrooms_unseen,Office_idx_11,S10_R18,simplevit,0.137687,4.06303,14.7934
acousticrooms_unseen,Office_idx_11,S10_R19,simplevit,0.134694,3.0735,15.7293
acousticrooms_unseen,Office_idx_11,S10_R20,simplevit,0.163265,2.41203,6.53053
acousticrooms_unseen,Office_idx_11,S10_R21,simplevit,0.0266667,0.0836758,10.5232
acousticrooms_unseen,Office_idx_11,S10_R22,simplevit,0.00979592,0.680974,1.24902
acousticrooms_unseen,Office_idx_11,S10_R23,simplevit,0.0092517,0.0824654,13.4839
acousticrooms_unseen,Office_idx_11,S10_R24,simplevit,0.148571,2.33269,19.3785
acousticrooms_unseen,Office_idx_11,S10_R25,simplevit,0.158912,0.256201,15.6214
acousticrooms_unseen,Restaurants_idx_22,S1_R1,simplevit,0.0666667,0.919523,1.03775
acousticrooms_unseen,Restaurants_idx_22,S1_R2,simplevit,0.0372789,0.754317,3.12678
acousticrooms_unseen,Restaurants_idx_22,S1_R3,simplevit,0.00680272,0.267903,1.13908
acousticrooms_unseen,Restaurants_idx_22,S1_R4,simplevit,0.0367347,0.672992,1.66095
acousticrooms_unseen,Restaurants_idx_22,S1_R5,simplevit,0.0277551,0.130217,0.865402
acousticrooms_unseen,Restaurants_idx_22,S1_R6,simplevit,0.0285714,0.0373635,2.0753
acousticrooms_unseen,Restaurants_idx_22,S1_R7,simplevit,0.0204082,0.569331,0.453474
acousticrooms_unseen,Restaurants_idx_22,S1_R8,simplevit,0.0269388,0.35532,1.68231
acousticrooms_unseen,Restaurants_idx_22,S1_R9,simplevit,0.04,0.522508,4.61363
acousticrooms_unseen,Restaurants_idx_22,S1_R10,simplevit,0.0280272,0.189292,1.3834
acousticrooms_unseen,Restaurants_idx_22,S1_R11,simplevit,0.00380952,0.210147,3.12033
acousticrooms_unseen,Restaurants_idx_22,S1_R12,simplevit,0.0269388,0.542978,2.34319
acousticrooms_unseen,Restaurants_idx_22,S1_R13,simplevit,0.0217687,0.387436,3.71412
acousticrooms_unseen,Restaurants_idx_22,S1_R14,simplevit,0.0111565,0.151051,3.64282
acousticrooms_unseen,Restaurants_idx_22,S1_R15,simplevit,0.0511565,0.90635,4.96677
acousticrooms_unseen,Restaurants_idx_22,S1_R16,simplevit,0.228844,3.71153,7.0296
acousticrooms_unseen,Restaurants_idx_22,S1_R17,simplevit,0.0389116,0.702071,3.06727
acousticrooms_unseen,Restaurants_idx_22,S1_R18,simplevit,0.035102,0.209833,3.04225
acousticrooms_unseen,Restaurants_idx_22,S1_R19,simplevit,0.0410884,0.636145,0.461075
acousticrooms_unseen,Restaurants_idx_22,S2_R1,simplevit,0.0427211,0.456574,5.49261
acousticrooms_unseen,Restaurants_idx_22,S2_R2,simplevit,0.0546939,1.23952,2.32391
acousticrooms_unseen,Restaurants_idx_22,S2_R3,simplevit,0.0345578,0.543891,1.28488
acousticrooms_unseen,Restaurants_idx_22,S2_R4,simplevit,0.0029932,0.531527,2.12121
acousticrooms_unseen,Restaurants_idx_22,S2_R5,simplevit,0.0163265,0.287475,2.69968
acousticrooms_unseen,Restaurants_idx_22,S2_R6,simplevit,0.0261224,0.256205,1.03996
acousticrooms_unseen,Restaurants_idx_22,S2_R7,simplevit,0.00136054,0.0284821,3.19109
acousticrooms_unseen,Restaurants_idx_22,S2_R8,simplevit,0.0568707,0.630644,2.98246
acousticrooms_unseen,Restaurants_idx_22,S2_R9,simplevit,0.0726531,0.735155,0.542594
acousticrooms_unseen,Restaurants_idx_22,S2_R10,simplevit,0.0146939,0.33345,2.42208
acousticrooms_unseen,Restaurants_idx_22,S2_R11,simplevit,0.0552381,1.31507,5.10106
acousticrooms_unseen,Restaurants_idx_22,S2_R12,simplevit,0.00707483,0.0468445,5.07778
acousticrooms_unseen,Restaurants_idx_22,S2_R13,simplevit,0.0103401,0.110006,2.82114
acousticrooms_unseen,Restaurants_idx_22,S2_R14,simplevit,0.050068,1.11512,1.05909
acousticrooms_unseen,Restaurants_idx_22,S2_R15,simplevit,0.0827211,1.34437,7.69975
acousticrooms_unseen,Restaurants_idx_22,S2_R16,simplevit,0.0155102,0.547158,4.77277
acousticrooms_unseen,Restaurants_idx_22,S2_R17,simplevit,0.0228571,0.77335,5.59831
acousticrooms_unseen,Restaurants_idx_22,S2_R18,simplevit,0.00544218,0.343515,0.181324
acousticrooms_unseen,Restaurants_idx_22,S2_R19,simplevit,0.00816327,0.603963,1.24321
acousticrooms_unseen,Restaurants_idx_22,S3_R1,simplevit,0.0718367,1.17996,1.0458
acousticrooms_unseen,Restaurants_idx_22,S3_R2,simplevit,0.0282993,0.285075,1.17933
acousticrooms_unseen,Restaurants_idx_22,S3_R3,simplevit,0.00843537,0.19815,3.74929
acousticrooms_unseen,Restaurants_idx_22,S3_R4,simplevit,0.0195918,0.0904152,1.67086
acousticrooms_unseen,Restaurants_idx_22,S3_R5,simplevit,0.0176871,0.1932,6.07047
acousticrooms_unseen,Restaurants_idx_22,S3_R6,simplevit,0.025034,1.15989,2.75739
acousticrooms_unseen,Restaurants_idx_22,S3_R7,simplevit,0.0470748,0.860824,0.398118
acousticrooms_unseen,Restaurants_idx_22,S3_R8,simplevit,0.027483,0.00245452,5.67686
acousticrooms_unseen,Restaurants_idx_22,S3_R9,simplevit,0.00598639,0.226441,0.0927644
acousticrooms_unseen,Restaurants_idx_22,S3_R10,simplevit,0.00544218,0.232994,0.0908926
acousticrooms_unseen,Restaurants_idx_22,S3_R11,simplevit,0.0405442,0.778982,3.64388
acousticrooms_unseen,Restaurants_idx_22,S3_R12,simplevit,0.0182313,0.245225,1.4944
acousticrooms_unseen,Restaurants_idx_22,S3_R13,simplevit,0.0808163,1.16292,0.591388
acousticrooms_unseen,Restaurants_idx_22,S3_R14,simplevit,0.0204082,0.597559,1.45116
acousticrooms_unseen,Restaurants_idx_22,S3_R15,simplevit,0.0892517,1.49498,2.31047
acousticrooms_unseen,Restaurants_idx_22,S3_R16,simplevit,0.0908844,2.22859,3.59324
acousticrooms_unseen,Restaurants_idx_22,S3_R17,simplevit,0.0517007,0.940019,2.0765
acousticrooms_unseen,Restaurants_idx_22,S3_R18,simplevit,0.00571429,0.346418,1.74624
acousticrooms_unseen,Restaurants_idx_22,S3_R19,simplevit,0.00244898,0.156221,2.53006
acousticrooms_unseen,Restaurants_idx_22,S4_R1,simplevit,0.0152381,0.244601,2.63007
acousticrooms_unseen,Restaurants_idx_22,S4_R2,simplevit,0.00272109,0.66407,2.12562
acousticrooms_unseen,Restaurants_idx_22,S4_R3,simplevit,0.0144218,0.587804,2.7934
acousticrooms_unseen,Restaurants_idx_22,S4_R4,simplevit,0.0108844,0.650695,0.316456
acousticrooms_unseen,Restaurants_idx_22,S4_R5,simplevit,0.0176871,0.251812,1.40406
acousticrooms_unseen,Restaurants_idx_22,S4_R6,simplevit,0.0329252,0.487619,1.05422
acousticrooms_unseen,Restaurants_idx_22,S4_R7,simplevit,0.000272109,0.186733,5.69968
acousticrooms_unseen,Restaurants_idx_22,S4_R8,simplevit,0.0152381,0.577385,1.57368
acousticrooms_unseen,Restaurants_idx_22,S4_R9,simplevit,0.0255782,0.0273189,3.429
acousticrooms_unseen,Restaurants_idx_22,S4_R10,simplevit,0.00979592,0.239912,7.48612
acousticrooms_unseen,Restaurants_idx_22,S4_R11,simplevit,0.00598639,0.491629,5.02084
acousticrooms_unseen,Restaurants_idx_22,S4_R12,simplevit,0.0179592,0.285343,2.13212
acousticrooms_unseen,Restaurants_idx_22,S4_R13,simplevit,0.010068,0.282179,4.55754
acousticrooms_unseen,Restaurants_idx_22,S4_R14,simplevit,0.0111565,0.10272,2.80461
acousticrooms_unseen,Restaurants_idx_22,S4_R15,simplevit,0.0429932,0.665942,1.47086
acousticrooms_unseen,Restaurants_idx_22,S4_R16,simplevit,0.0310204,0.549759,2.84969
acousticrooms_unseen,Restaurants_idx_22,S4_R17,simplevit,0.0672109,1.43729,2.21222
acousticrooms_unseen,Restaurants_idx_22,S4_R18,simplevit,0.0440816,0.469466,2.03504
acousticrooms_unseen,Restaurants_idx_22,S4_R19,simplevit,0.0127891,0.149904,1.23479
acousticrooms_unseen,Restaurants_idx_22,S5_R1,simplevit,0.0291156,0.361307,2.75524
acousticrooms_unseen,Restaurants_idx_22,S5_R2,simplevit,0.00816327,0.05952,0.426591
acousticrooms_unseen,Restaurants_idx_22,S5_R3,simplevit,0.00517007,0.0803009,3.77459
acousticrooms_unseen,Restaurants_idx_22,S5_R4,simplevit,0.0715646,0.932642,1.55831
acousticrooms_unseen,Restaurants_idx_22,S5_R5,simplevit,0.0405442,1.19267,3.68829
acousticrooms_unseen,Restaurants_idx_22,S5_R6,simplevit,0.0255782,0.677047,0.754575
acousticrooms_unseen,Restaurants_idx_22,S5_R7,simplevit,0.0321088,0.341649,1.80888
acousticrooms_unseen,Restaurants_idx_22,S5_R8,simplevit,0.00897959,0.858079,1.41953
acousticrooms_unseen,Restaurants_idx_22,S5_R9,simplevit,0.0470748,0.0941839,3.84952
acousticrooms_unseen,Restaurants_idx_22,S5_R10,simplevit,0.00680272,0.328365,2.55403
acousticrooms_unseen,Restaurants_idx_22,S5_R11,simplevit,0.0141497,0.0975864,0.0179147
acousticrooms_unseen,Restaurants_idx_22,S5_R12,simplevit,0.0258503,0.819059,2.61383
acousticrooms_unseen,Restaurants_idx_22,S5_R13,simplevit,0.0144218,0.129155,3.0497
acousticrooms_unseen,Restaurants_idx_22,S5_R14,simplevit,0.0204082,0.000741705,1.79586
acousticrooms_unseen,Restaurants_idx_22,S5_R15,simplevit,0.00435374,0.20724,2.35967
acousticrooms_unseen,Restaurants_idx_22,S5_R16,simplevit,0.0421769,0.291895,2.16735
acousticrooms_unseen,Restaurants_idx_22,S5_R17,simplevit,0.0361905,0.880735,5.56047
acousticrooms_unseen,Restaurants_idx_22,S5_R18,simplevit,0.0427211,1.0103,0.294169
acousticrooms_unseen,Restaurants_idx_22,S5_R19,simplevit,0.0609524,0.843601,1.36254
acousticrooms_unseen,Restaurants_idx_22,S6_R1,simplevit,0.00462585,0.56017,4.31189
acousticrooms_unseen,Restaurants_idx_22,S6_R2,simplevit,0.0917007,1.69136,5.08853
acousticrooms_unseen,Restaurants_idx_22,S6_R3,simplevit,0.0601361,0.747169,2.61426
acousticrooms_unseen,Restaurants_idx_22,S6_R4,simplevit,0,0.0752449,0.12176
acousticrooms_unseen,Restaurants_idx_22,S6_R5,simplevit,0.0263946,0.780266,4.63952
acousticrooms_unseen,Restaurants_idx_22,S6_R6,simplevit,0.0307483,0.76945,4.75772
acousticrooms_unseen,Restaurants_idx_22,S6_R7,simplevit,0.0285714,0.178024,0.686292
acousticrooms_unseen,Restaurants_idx_22,S6_R8,simplevit,0.0155102,0.247865,8.20496
acousticrooms_unseen,Restaurants_idx_22,S6_R9,simplevit,0.0127891,0.226899,3.71987
acousticrooms_unseen,Restaurants_idx_22,S6_R10,simplevit,0.0247619,0.85074,2.52488
acousticrooms_unseen,Restaurants_idx_22,S6_R11,simplevit,0.0130612,0.21696,2.22508
acousticrooms_unseen,Restaurants_idx_22,S6_R12,simplevit,0.00190476,0.233287,5.42097
acousticrooms_unseen,Restaurants_idx_22,S6_R13,simplevit,0.00571429,0.0844508,2.05033
acousticrooms_unseen,Restaurants_idx_22,S6_R14,simplevit,0.0171429,0.338208,1.13248
acousticrooms_unseen,Restaurants_idx_22,S6_R15,simplevit,0.0397279,0.747752,0.275078
acousticrooms_unseen,Restaurants_idx_22,S6_R16,simplevit,0.00707483,0.453368,1.18915
acousticrooms_unseen,Restaurants_idx_22,S6_R17,simplevit,0.0266667,0.159531,1.6624
acousticrooms_unseen,Restaurants_idx_22,S6_R18,simplevit,0.112653,2.19852,3.53006
acousticrooms_unseen,Restaurants_idx_22,S6_R19,simplevit,0.0691156,1.13252,0.269224
acousticrooms_unseen,Restaurants_idx_22,S7_R1,simplevit,0.0484354,0.895434,5.35136
acousticrooms_unseen,Restaurants_idx_22,S7_R2,simplevit,0.0367347,1.0469,2.26228
acousticrooms_unseen,Restaurants_idx_22,S7_R3,simplevit,0.0383673,1.07387,1.6971
acousticrooms_unseen,Restaurants_idx_22,S7_R4,simplevit,0.0321088,0.563771,4.06894
acousticrooms_unseen,Restaurants_idx_22,S7_R5,simplevit,0.00353741,0.329497,1.28023
acousticrooms_unseen,Restaurants_idx_22,S7_R6,simplevit,0.000816327,0.143859,0.961361
acousticrooms_unseen,Restaurants_idx_22,S7_R7,simplevit,0.014966,0.260593,3.9164
acousticrooms_unseen,Restaurants_idx_22,S7_R8,simplevit,0.00789116,0.0562686,1.27818
acousticrooms_unseen,Restaurants_idx_22,S7_R9,simplevit,0.0348299,0.0825846,0.639153
acousticrooms_unseen,Restaurants_idx_22,S7_R10,simplevit,0.0108844,0.107761,3.6119
acousticrooms_unseen,Restaurants_idx_22,S7_R11,simplevit,0.0193197,0.392452,4.6795
acousticrooms_unseen,Restaurants_idx_22,S7_R12,simplevit,0.0214966,0.318078,1.98165
acousticrooms_unseen,Restaurants_idx_22,S7_R13,simplevit,0.0195918,0.642245,1.67791
acousticrooms_unseen,Restaurants_idx_22,S7_R14,simplevit,0.00897959,0.0328372,3.88573
acousticrooms_unseen,Restaurants_idx_22,S7_R15,simplevit,0.090068,1.5868,4.27461
acousticrooms_unseen,Restaurants_idx_22,S7_R16,simplevit,0.0261224,1.04179,3.9586
acousticrooms_unseen,Restaurants_idx_22,S7_R17,simplevit,0.0731973,1.66684,1.27088
acousticrooms_unseen,Restaurants_idx_22,S7_R18,simplevit,0.00897959,0.00251353,4.85006
acousticrooms_unseen,Restaurants_idx_22,S7_R19,simplevit,0.0506122,0.916538,1.74987
acousticrooms_unseen,Restaurants_idx_22,S8_R1,simplevit,0.0370068,0.318422,1.77087
acousticrooms_unseen,Restaurants_idx_22,S8_R2,simplevit,0.00734694,0.0115107,0.950843
acousticrooms_unseen,Restaurants_idx_22,S8_R3,simplevit,0.00598639,0.449323,0.875433
acousticrooms_unseen,Restaurants_idx_22,S8_R4,simplevit,0.00517007,0.466374,2.14765
acousticrooms_unseen,Restaurants_idx_22,S8_R5,simplevit,0.0337415,0.132138,7.79701
acousticrooms_unseen,Restaurants_idx_22,S8_R6,simplevit,0.0345578,0.216579,1.97133
acousticrooms_unseen,Restaurants_idx_22,S8_R7,simplevit,0.0223129,0.481781,3.71152
acousticrooms_unseen,Restaurants_idx_22,S8_R8,simplevit,0.0462585,0.725856,1.84402
acousticrooms_unseen,Restaurants_idx_22,S8_R9,simplevit,0.0511565,1.17605,3.7759
acousticrooms_unseen,Restaurants_idx_22,S8_R10,simplevit,0.0171429,0.774533,0.675182
acousticrooms_unseen,Restaurants_idx_22,S8_R11,simplevit,0.0614966,1.68019,2.08636
acousticrooms_unseen,Restaurants_idx_22,S8_R12,simplevit,0.0438095,0.610625,0.340426
acousticrooms_unseen,Restaurants_idx_22,S8_R13,simplevit,0.0639456,1.29265,0.163488
acousticrooms_unseen,Restaurants_idx_22,S8_R14,simplevit,0.0560544,1.1638,2.75327
acousticrooms_unseen,Restaurants_idx_22,S8_R15,simplevit,0.0293878,0.575152,1.33864
acousticrooms_unseen,Restaurants_idx_22,S8_R16,simplevit,0.0157823,0.428187,2.35294
acousticrooms_unseen,Restaurants_idx_22,S8_R17,simplevit,0.00326531,0.171972,1.59714
acousticrooms_unseen,Restaurants_idx_22,S8_R18,simplevit,0.00108844,0.343948,5.2372
acousticrooms_unseen,Restaurants_idx_22,S8_R19,simplevit,0.00598639,0.0640725,3.58027
acousticrooms_unseen,Restaurants_idx_22,S9_R1,simplevit,0.00489796,0.270396,0.625805
acousticrooms_unseen,Restaurants_idx_22,S9_R2,simplevit,0.00870748,0.362959,0.619872
acousticrooms_unseen,Restaurants_idx_22,S9_R3,simplevit,0.00408163,0.224799,0.253073
acousticrooms_unseen,Restaurants_idx_22,S9_R4,simplevit,0.0136054,1.07821,5.62315
acousticrooms_unseen,Restaurants_idx_22,S9_R5,simplevit,0.0419048,0.696086,6.52617
acousticrooms_unseen,Restaurants_idx_22,S9_R6,simplevit,0.0144218,0.184699,2.15154
acousticrooms_unseen,Restaurants_idx_22,S9_R7,simplevit,0.0239456,0.87067,2.94012
acousticrooms_unseen,Restaurants_idx_22,S9_R8,simplevit,0.0144218,0.727816,0.735681
acousticrooms_unseen,Restaurants_idx_22,S9_R9,simplevit,0.0797279,1.48419,1.00725
acousticrooms_unseen,Restaurants_idx_22,S9_R10,simplevit,0.0315646,0.1783,0.16599
acousticrooms_unseen,Restaurants_idx_22,S9_R11,simplevit,0.0440816,0.516068,1.99057
acousticrooms_unseen,Restaurants_idx_22,S9_R12,simplevit,0.0242177,0.603786,1.49357
acousticrooms_unseen,Restaurants_idx_22,S9_R13,simplevit,0.00217687,0.0499952,1.81462
acousticrooms_unseen,Restaurants_idx_22,S9_R14,simplevit,0.00136054,0.330226,0.26738
acousticrooms_unseen,Restaurants_idx_22,S9_R15,simplevit,0.012517,0.729858,4.46602
acousticrooms_unseen,Restaurants_idx_22,S9_R16,simplevit,0.00598639,0.279511,2.39044
acousticrooms_unseen,Restaurants_idx_22,S9_R17,simplevit,0.0519728,1.3633,0.859492
acousticrooms_unseen,Restaurants_idx_22,S9_R18,simplevit,0.0130612,0.236415,6.0509
acousticrooms_unseen,Restaurants_idx_22,S9_R19,simplevit,0.0435374,0.41161,4.06986
acousticrooms_unseen,Restaurants_idx_22,S10_R1,simplevit,0.0165986,0.323579,1.13616
acousticrooms_unseen,Restaurants_idx_22,S10_R2,simplevit,0.0198639,0.0743526,0.333457
acousticrooms_unseen,Restaurants_idx_22,S10_R3,simplevit,0.0413605,0.872349,1.10869
acousticrooms_unseen,Restaurants_idx_22,S10_R4,simplevit,0.0146939,0.174867,0.0175377
acousticrooms_unseen,Restaurants_idx_22,S10_R5,simplevit,0.0291156,0.323558,1.15745
acousticrooms_unseen,Restaurants_idx_22,S10_R6,simplevit,0.0163265,1.24107,6.0047
acousticrooms_unseen,Restaurants_idx_22,S10_R7,simplevit,0.00108844,0.261991,5.33752
acousticrooms_unseen,Restaurants_idx_22,S10_R8,simplevit,0.0345578,0.317281,4.53711
acousticrooms_unseen,Restaurants_idx_22,S10_R9,simplevit,0.00598639,0.0306699,1.5451
acousticrooms_unseen,Restaurants_idx_22,S10_R10,simplevit,0.00517007,0.323776,3.78173
acousticrooms_unseen,Restaurants_idx_22,S10_R11,simplevit,0.0201361,0.0440553,3.29651
acousticrooms_unseen,Restaurants_idx_22,S10_R12,simplevit,0.0296599,0.786972,1.96802
acousticrooms_unseen,Restaurants_idx_22,S10_R13,simplevit,0,0.24091,5.2376
acousticrooms_unseen,Restaurants_idx_22,S10_R14,simplevit,0.00489796,0.0498673,3.21053
acousticrooms_unseen,Restaurants_idx_22,S10_R15,simplevit,0.0563265,0.920412,0.0183554
acousticrooms_unseen,Restaurants_idx_22,S10_R16,simplevit,0.0457143,1.07983,1.50902
acousticrooms_unseen,Restaurants_idx_22,S10_R17,simplevit,0.0198639,0.21174,1.07999
acousticrooms_unseen,Restaurants_idx_22,S10_R18,simplevit,0.0337415,1.13618,3.54185
acousticrooms_unseen,Restaurants_idx_22,S10_R19,simplevit,0.0127891,0.303733,3.17432
acousticrooms_unseen,Restaurants_idx_24,S1_R1,simplevit,0.0185034,0.432419,0.866113
acousticrooms_unseen,Restaurants_idx_24,S1_R2,simplevit,0.0326531,0.277161,2.12724
acousticrooms_unseen,Restaurants_idx_24,S1_R3,simplevit,0.0829932,0.590556,4.25913
acousticrooms_unseen,Restaurants_idx_24,S1_R4,simplevit,0.014966,0.187432,0.638751
acousticrooms_unseen,Restaurants_idx_24,S1_R5,simplevit,0.0234014,0.311878,1.90512
acousticrooms_unseen,Restaurants_idx_24,S1_R6,simplevit,0.0117007,0.557995,1.50591
acousticrooms_unseen,Restaurants_idx_24,S1_R7,simplevit,0.0389116,0.632916,2.04689
acousticrooms_unseen,Restaurants_idx_24,S1_R8,simplevit,0.00843537,0.187284,1.4977
acousticrooms_unseen,Restaurants_idx_24,S1_R9,simplevit,0.00598639,0.0620611,0.149645
acousticrooms_unseen,Restaurants_idx_24,S1_R10,simplevit,0.0386395,0.231035,0.557478
acousticrooms_unseen,Restaurants_idx_24,S1_R11,simplevit,0.0312925,0.700408,4.30066
acousticrooms_unseen,Restaurants_idx_24,S1_R12,simplevit,0.0568707,0.48719,0.573943
acousticrooms_unseen,Restaurants_idx_24,S1_R13,simplevit,0.0484354,0.285542,2.41905
acousticrooms_unseen,Restaurants_idx_24,S1_R14,simplevit,0.0345578,0.537485,2.61023
acousticrooms_unseen,Restaurants_idx_24,S1_R15,simplevit,0.0462585,0.431962,1.10727
acousticrooms_unseen,Restaurants_idx_24,S1_R16,simplevit,0.00408163,0.057108,1.06058
acousticrooms_unseen,Restaurants_idx_24,S1_R17,simplevit,0.0130612,0.172742,0.503919
acousticrooms_unseen,Restaurants_idx_24,S1_R18,simplevit,0.00680272,0.29749,0.783939
acousticrooms_unseen,Restaurants_idx_24,S1_R19,simplevit,0.0296599,0.0791894,1.2135
acousticrooms_unseen,Restaurants_idx_24,S1_R20,simplevit,0.0198639,0.0617047,1.6532
acousticrooms_unseen,Restaurants_idx_24,S1_R21,simplevit,0.0171429,0.1527,0.629164
acousticrooms_unseen,Restaurants_idx_24,S1_R22,simplevit,0.0190476,0.510582,0.525526
acousticrooms_unseen,Restaurants_idx_24,S1_R23,simplevit,0.0296599,0.227103,1.04543
acousticrooms_unseen,Restaurants_idx_24,S1_R24,simplevit,0.00326531,0.359068,1.90365
acousticrooms_unseen,Restaurants_idx_24,S1_R25,simplevit,0.00897959,0.282372,0.640279
acousticrooms_unseen,Restaurants_idx_24,S2_R1,simplevit,0.00571429,0.3592,0.216706
acousticrooms_unseen,Restaurants_idx_24,S2_R2,simplevit,0.0092517,0.165215,0.575055
acousticrooms_unseen,Restaurants_idx_24,S2_R3,simplevit,0.00870748,0.178412,0.136745
acousticrooms_unseen,Restaurants_idx_24,S2_R4,simplevit,0.0217687,0.482553,1.51286
acousticrooms_unseen,Restaurants_idx_24,S2_R5,simplevit,0.0239456,0.623005,1.26683
acousticrooms_unseen,Restaurants_idx_24,S2_R6,simplevit,0.0198639,0.2236,1.11332
acousticrooms_unseen,Restaurants_idx_24,S2_R7,simplevit,0.0334694,0.87438,2.197
acousticrooms_unseen,Restaurants_idx_24,S2_R8,simplevit,0.0536054,0.896457,2.39464
acousticrooms_unseen,Restaurants_idx_24,S2_R9,simplevit,0.0234014,0.0543588,0.019604
acousticrooms_unseen,Restaurants_idx_24,S2_R10,simplevit,0.0212245,0.276479,0.17776
acousticrooms_unseen,Restaurants_idx_24,S2_R11,simplevit,0.0144218,0.443051,1.94779
acousticrooms_unseen,Restaurants_idx_24,S2_R12,simplevit,0.0234014,0.494123,0.0791452
acousticrooms_unseen,Restaurants_idx_24,S2_R13,simplevit,0.0171429,0.118983,1.14563
acousticrooms_unseen,Restaurants_idx_24,S2_R14,simplevit,0.0255782,0.693361,0.589536
acousticrooms_unseen,Restaurants_idx_24,S2_R15,simplevit,0.0228571,0.257667,0.469851
acousticrooms_unseen,Restaurants_idx_24,S2_R16,simplevit,0.00843537,0.0421092,1.03274
acousticrooms_unseen,Restaurants_idx_24,S2_R17,simplevit,0.0394558,0.624386,1.70642
acousticrooms_unseen,Restaurants_idx_24,S2_R18,simplevit,0.0410884,0.576975,1.00453
acousticrooms_unseen,Restaurants_idx_24,S2_R19,simplevit,0.0786395,1.39353,5.66678
acousticrooms_unseen,Restaurants_idx_24,S2_R20,simplevit,0.0737415,0.351792,0.45789
acousticrooms_unseen,Restaurants_idx_24,S2_R21,simplevit,0.0244898,0.0325201,1.32859
acousticrooms_unseen,Restaurants_idx_24,S2_R22,simplevit,0.0269388,0.0962315,0.718608
acousticrooms_unseen,Restaurants_idx_24,S2_R23,simplevit,0.0190476,0.281568,2.04239
acousticrooms_unseen,Restaurants_idx_24,S2_R24,simplevit,0.0364626,0.0171107,1.68344
acousticrooms_unseen,Restaurants_idx_24,S2_R25,simplevit,0.00870748,1.00456,2.4795
acousticrooms_unseen,Restaurants_idx_24,S3_R1,simplevit,0.0182313,0.81439,1.12665
acousticrooms_unseen,Restaurants_idx_24,S3_R2,simplevit,0.0380952,1.02923,2.35359
acousticrooms_unseen,Restaurants_idx_24,S3_R3,simplevit,0.025034,0.113236,0.217822
acousticrooms_unseen,Restaurants_idx_24,S3_R4,simplevit,0.0277551,0.114907,3.17205
acousticrooms_unseen,Restaurants_idx_24,S3_R5,simplevit,0.000272109,0.335471,0.689398
acousticrooms_unseen,Restaurants_idx_24,S3_R6,simplevit,0.113741,0.847627,5.28955
acousticrooms_unseen,Restaurants_idx_24,S3_R7,simplevit,0.0165986,0.326629,0.0196155
acousticrooms_unseen,Restaurants_idx_24,S3_R8,simplevit,0.0658503,0.606051,2.79418
acousticrooms_unseen,Restaurants_idx_24,S3_R9,simplevit,0.0359184,0.339369,0.077101
acousticrooms_unseen,Restaurants_idx_24,S3_R10,simplevit,0.0819048,1.29842,5.5068
acousticrooms_unseen,Restaurants_idx_24,S3_R11,simplevit,0.0195918,0.561346,1.76749
acousticrooms_unseen,Restaurants_idx_24,S3_R12,simplevit,0.0247619,0.198318,0.0383951
acousticrooms_unseen,Restaurants_idx_24,S3_R13,simplevit,0.00544218,0.214981,0.0990884
acousticrooms_unseen,Restaurants_idx_24,S3_R14,simplevit,0.0141497,0.533159,1.24298
acousticrooms_unseen,Restaurants_idx_24,S3_R15,simplevit,0.0117007,0.312049,0.60832
acousticrooms_unseen,Restaurants_idx_24,S3_R16,simplevit,0.0176871,0.369419,1.76574
acousticrooms_unseen,Restaurants_idx_24,S3_R17,simplevit,0.00952381,0.403036,1.00727
