env,room,query_id,model,edt_s,c50_db,t60_pct
acousticrooms_unseen,Auditorium_idx_1,S3_R59,simplevit,0.158912,1.43045,21.7013
acousticrooms_unseen,Auditorium_idx_1,S3_R60,simplevit,0.17415,2.22258,24.5591
acousticrooms_unseen,Auditorium_idx_1,S3_R61,simplevit,0.0712925,0.701694,15.0523
acousticrooms_unseen,Auditorium_idx_1,S3_R62,simplevit,0.090068,0.699554,22.435
acousticrooms_unseen,Auditorium_idx_1,S3_R63,simplevit,0.128163,0.11164,26.3628
acousticrooms_unseen,Auditorium_idx_1,S3_R64,simplevit,0.0391837,0.324264,17.5184
acousticrooms_unseen,Auditorium_idx_1,S3_R65,simplevit,0.0835374,0.199305,10.5619
acousticrooms_unseen,Auditorium_idx_1,S3_R66,simplevit,0.122449,3.46197,15.9168
acousticrooms_unseen,Auditorium_idx_1,S3_R67,simplevit,0.150476,3.23744,17.9059
acousticrooms_unseen,Auditorium_idx_1,S3_R68,simplevit,0.136599,4.34576,16.6305
acousticrooms_unseen,Auditorium_idx_1,S3_R69,simplevit,0.158912,3.68284,18.81
acousticrooms_unseen,Auditorium_idx_1,S3_R70,simplevit,0.0263946,5.32019,28.3601
acousticrooms_unseen,Auditorium_idx_1,S3_R71,simplevit,0.178776,7.69611,32.6571
acousticrooms_unseen,Auditorium_idx_1,S3_R72,simplevit,0.223401,5.61434,4.76751
acousticrooms_unseen,Auditorium_idx_1,S3_R73,simplevit,0.0429932,4.59126,47.1738
acousticrooms_unseen,Auditorium_idx_1,S3_R74,simplevit,0.139048,2.60956,8.71571
acousticrooms_unseen,Auditorium_idx_1,S3_R75,simplevit,0.220136,4.15954,12.4134
acousticrooms_unseen,Auditorium_idx_1,S3_R76,simplevit,0.0930612,4.28475,1.20987
acousticrooms_unseen,Auditorium_idx_1,S3_R77,simplevit,0.0797279,0.925111,17.002
acousticrooms_unseen,Auditorium_idx_1,S3_R78,simplevit,0.00489796,0.509329,3.89725
acousticrooms_unseen,Auditorium_idx_1,S3_R79,simplevit,0.0345578,2.05294,2.44146
acousticrooms_unseen,Auditorium_idx_1,S3_R80,simplevit,0.0557823,2.09956,9.71736
acousticrooms_unseen,Auditorium_idx_1,S3_R81,simplevit,0.0106122,1.05347,5.14426
acousticrooms_unseen,Auditorium_idx_1,S3_R82,simplevit,0.0952381,0.416448,13.7509
acousticrooms_unseen,Auditorium_idx_1,S3_R83,simplevit,0.136054,0.882669,3.62371
acousticrooms_unseen,Auditorium_idx_1,S3_R84,simplevit,0.148299,0.303408,6.52174
acousticrooms_unseen,Auditorium_idx_1,S3_R85,simplevit,0.118912,2.11852,1.49187
acousticrooms_unseen,Auditorium_idx_1,S3_R86,simplevit,0.139048,3.66738,16.0933
acousticrooms_unseen,Auditorium_idx_1,S3_R87,simplevit,0.0470748,1.94247,8.07215
acousticrooms_unseen,Auditorium_idx_1,S3_R88,simplevit,0.0666667,1.30838,16.7442
acousticrooms_unseen,Auditorium_idx_1,S3_R89,simplevit,0.0764626,0.698549,11.8611
acousticrooms_unseen,Auditorium_idx_1,S3_R90,simplevit,0.0840816,0.823962,16.3361
acousticrooms_unseen,Auditorium_idx_1,S3_R91,simplevit,0.0182313,1.48638,9.15657
acousticrooms_unseen,Auditorium_idx_1,S3_R92,simplevit,0.0263946,1.8107,10.6443
acousticrooms_unseen,Auditorium_idx_1,S3_R93,simplevit,0.0688435,0.909701,24.0944
acousticrooms_unseen,Auditorium_idx_1,S3_R94,simplevit,0.0146939,3.78881,21.2411
acousticrooms_unseen,Auditorium_idx_1,S3_R95,simplevit,0.102313,1.23884,19.4812
acousticrooms_unseen,Auditorium_idx_1,S3_R96,simplevit,0.00435374,0.253397,6.55696
acousticrooms_unseen,Auditorium_idx_1,S3_R97,simplevit,0.0789116,1.71005,1.78701
acousticrooms_unseen,Auditorium_idx_1,S3_R98,simplevit,0.115374,4.53258,10.9948
acousticrooms_unseen,Auditorium_idx_1,S3_R99,simplevit,0.159728,6.04526,10.4071
acousticrooms_unseen,Auditorium_idx_1,S3_R100,simplevit,0.00544218,0.603891,7.92317
acousticrooms_unseen,Auditorium_idx_1,S4_R1,simplevit,0.075102,0.0113683,12.2983
acousticrooms_unseen,Auditorium_idx_1,S4_R2,simplevit,0.0187755,0.593902,19.8425
acousticrooms_unseen,Auditorium_idx_1,S4_R3,simplevit,0.044898,0.153812,12.5906
acousticrooms_unseen,Auditorium_idx_1,S4_R4,simplevit,0.0234014,0.965494,26.7316
acousticrooms_unseen,Auditorium_idx_1,S4_R5,simplevit,0.0666667,1.20518,28.4568
acousticrooms_unseen,Auditorium_idx_1,S4_R6,simplevit,0.047619,0.944047,12.9143
acousticrooms_unseen,Auditorium_idx_1,S4_R7,simplevit,0.0029932,0.392726,7.64517
acousticrooms_unseen,Auditorium_idx_1,S4_R8,simplevit,0.0220408,0.599264,14.5628
acousticrooms_unseen,Auditorium_idx_1,S4_R9,simplevit,0.0334694,1.46653,12.7781
acousticrooms_unseen,Auditorium_idx_1,S4_R10,simplevit,0.0797279,0.361233,18.9164
acousticrooms_unseen,Auditorium_idx_1,S4_R11,simplevit,0.0895238,3.20021,5.83309
acousticrooms_unseen,Auditorium_idx_1,S4_R12,simplevit,0.0179592,1.46839,23.7864
acousticrooms_unseen,Auditorium_idx_1,S4_R13,simplevit,0.0364626,1.06825,11.6631
acousticrooms_unseen,Auditorium_idx_1,S4_R14,simplevit,0.000272109,1.1611,20.8558
acousticrooms_unseen,Auditorium_idx_1,S4_R15,simplevit,0.0269388,0.596274,13.4127
acousticrooms_unseen,Auditorium_idx_1,S4_R16,simplevit,0.0307483,0.958992,17.1961
acousticrooms_unseen,Auditorium_idx_1,S4_R17,simplevit,0.119456,1.18469,29.4038
acousticrooms_unseen,Auditorium_idx_1,S4_R18,simplevit,0.0511565,0.901221,18.2173
acousticrooms_unseen,Auditorium_idx_1,S4_R19,simplevit,0.0144218,2.72057,21.4752
acousticrooms_unseen,Auditorium_idx_1,S4_R20,simplevit,0.0938776,5.63973,29.1433
acousticrooms_unseen,Auditorium_idx_1,S4_R21,simplevit,0.0756463,0.228962,25.8403
acousticrooms_unseen,Auditorium_idx_1,S4_R22,simplevit,0.0666667,2.29163,29.4004
acousticrooms_unseen,Auditorium_idx_1,S4_R23,simplevit,0.000272109,1.47598,24.538
acousticrooms_unseen,Auditorium_idx_1,S4_R24,simplevit,0.0459864,1.8609,24.9537
acousticrooms_unseen,Auditorium_idx_1,S4_R25,simplevit,0.00380952,2.02651,15.4691
acousticrooms_unseen,Auditorium_idx_1,S4_R26,simplevit,0.0185034,1.92602,23.8346
acousticrooms_unseen,Auditorium_idx_1,S4_R27,simplevit,0.0111565,1.24451,27.1987
acousticrooms_unseen,Auditorium_idx_1,S4_R28,simplevit,0.0220408,1.23488,22.7979
acousticrooms_unseen,Auditorium_idx_1,S4_R29,simplevit,0.0198639,0.776634,10.2157
acousticrooms_unseen,Auditorium_idx_1,S4_R30,simplevit,0.0182313,1.55278,10.7468
acousticrooms_unseen,Auditorium_idx_1,S4_R31,simplevit,0.0152381,1.07088,8.06227
acousticrooms_unseen,Auditorium_idx_1,S4_R32,simplevit,0.103946,5.65747,27.2043
acousticrooms_unseen,Auditorium_idx_1,S4_R33,simplevit,0.0302041,0.918107,37.5713
acousticrooms_unseen,Auditorium_idx_1,S4_R34,simplevit,0.00244898,0.0841318,13.5779
acousticrooms_unseen,Auditorium_idx_1,S4_R35,simplevit,0.0296599,1.27296,27.3037
acousticrooms_unseen,Auditorium_idx_1,S4_R36,simplevit,0.000272109,1.94403,23.4019
acousticrooms_unseen,Auditorium_idx_1,S4_R37,simplevit,0.0182313,1.51819,13.6994
acousticrooms_unseen,Auditorium_idx_1,S4_R38,simplevit,0.042449,1.20125,27.5
acousticrooms_unseen,Auditorium_idx_1,S4_R39,simplevit,0.0138776,0.478721,23.2196
acousticrooms_unseen,Auditorium_idx_1,S4_R40,simplevit,0.105034,0.0769773,25.4105
acousticrooms_unseen,Auditorium_idx_1,S4_R41,simplevit,0.0838095,0.792665,20.4104
acousticrooms_unseen,Auditorium_idx_1,S4_R42,simplevit,0.0571429,1.09668,22.4346
acousticrooms_unseen,Auditorium_idx_1,S4_R43,simplevit,0.0361905,1.61973,11.2445
acousticrooms_unseen,Auditorium_idx_1,S4_R44,simplevit,0.0408163,0.195693,10.3477
acousticrooms_unseen,Auditorium_idx_1,S4_R45,simplevit,0.0661224,0.765143,11.5758
acousticrooms_unseen,Auditorium_idx_1,S4_R46,simplevit,0.00897959,1.56179,16.8586
acousticrooms_unseen,Auditorium_idx_1,S4_R47,simplevit,0.00870748,0.729907,3.01697
acousticrooms_unseen,Auditorium_idx_1,S4_R48,simplevit,0.00843537,0.747677,12.4926
acousticrooms_unseen,Auditorium_idx_1,S4_R49,simplevit,0.00244898,0.209224,5.4457
acousticrooms_unseen,Auditorium_idx_1,S4_R50,simplevit,0.0473469,0.985546,12.8305
acousticrooms_unseen,Auditorium_idx_1,S4_R51,simplevit,0.0563265,1.44268,18.3867
acousticrooms_unseen,Auditorium_idx_1,S4_R52,simplevit,0.0704762,1.75623,26.094
acousticrooms_unseen,Auditorium_idx_1,S4_R53,simplevit,0.0272109,1.20058,5.72242
acousticrooms_unseen,Auditorium_idx_1,S4_R54,simplevit,0.0160544,1.01123,13.0988
acousticrooms_unseen,Auditorium_idx_1,S4_R55,simplevit,0.0062585,0.00537753,0.614354
acousticrooms_unseen,Auditorium_idx_1,S4_R56,simplevit,0.0277551,1.76517,24.1306
acousticrooms_unseen,Auditorium_idx_1,S4_R57,simplevit,0.0609524,1.33036,32.168
acousticrooms_unseen,Auditorium_idx_1,S4_R58,simplevit,0.0721088,0.292886,21.9418
acousticrooms_unseen,Auditorium_idx_1,S4_R59,simplevit,0.0976871,4.86403,19.0564
acousticrooms_unseen,Auditorium_idx_1,S4_R60,simplevit,0.102313,5.44466,29.7521
acousticrooms_unseen,Auditorium_idx_1,S4_R61,simplevit,0.113197,10.01,10.4036
acousticrooms_unseen,Auditorium_idx_1,S4_R62,simplevit,0.158912,7.1663,29.1836
acousticrooms_unseen,Auditorium_idx_1,S4_R63,simplevit,0.124082,8.25991,24.3872
acousticrooms_unseen,Auditorium_idx_1,S4_R64,simplevit,0.100136,8.91403,24.2041
acousticrooms_unseen,Auditorium_idx_1,S4_R65,simplevit,0.148027,6.02604,25.2154
acousticrooms_unseen,Auditorium_idx_1,S4_R66,simplevit,0.133878,3.46923,29.1373
acousticrooms_unseen,Auditorium_idx_1,S4_R67,simplevit,0.0653061,3.05033,38.5202
acousticrooms_unseen,Auditorium_idx_1,S4_R68,simplevit,0.0917007,3.04768,28.6495
acousticrooms_unseen,Auditorium_idx_1,S4_R69,simplevit,0.014966,1.51286,38.8904
acousticrooms_unseen,Auditorium_idx_1,S4_R70,simplevit,0.0236735,5.75182,28.743
acousticrooms_unseen,Auditorium_idx_1,S4_R71,simplevit,0.0914286,7.53871,31.6827
acousticrooms_unseen,Auditorium_idx_1,S4_R72,simplevit,0.0190476,2.57232,22.6863
acousticrooms_unseen,Auditorium_idx_1,S4_R73,simplevit,0.0429932,1.13404,12.5761
acousticrooms_unseen,Auditorium_idx_1,S4_R74,simplevit,0.072381,0.0620358,5.03876
acousticrooms_unseen,Auditorium_idx_1,S4_R75,simplevit,0.0127891,0.321884,14.9986
acousticrooms_unseen,Auditorium_idx_1,S4_R76,simplevit,0.0122449,1.12517,20.4369
acousticrooms_unseen,Auditorium_idx_1,S4_R77,simplevit,0.054966,4.39866,27.1176
acousticrooms_unseen,Auditorium_idx_1,S4_R78,simplevit,0.0182313,0.251624,29.3719
acousticrooms_unseen,Auditorium_idx_1,S4_R79,simplevit,0.0960544,4.00283,10.2392
acousticrooms_unseen,Auditorium_idx_1,S4_R80,simplevit,0.0285714,2.61548,23.7242
acousticrooms_unseen,Auditorium_idx_1,S4_R81,simplevit,0.0345578,0.449533,16.1007
acousticrooms_unseen,Auditorium_idx_1,S4_R82,simplevit,0.0653061,1.74,4.71157
acousticrooms_unseen,Auditorium_idx_1,S4_R83,simplevit,0.0405442,0.1382,10.2233
acousticrooms_unseen,Auditorium_idx_1,S4_R84,simplevit,0.057415,0.320588,12.4177
acousticrooms_unseen,Auditorium_idx_1,S4_R85,simplevit,0.035102,0.47551,11.3451
acousticrooms_unseen,Auditorium_idx_1,S4_R86,simplevit,0.0195918,0.491893,9.0033
acousticrooms_unseen,Auditorium_idx_1,S4_R87,simplevit,0.0702041,0.299529,14.9644
acousticrooms_unseen,Auditorium_idx_1,S4_R88,simplevit,0.0756463,0.572743,18.9504
acousticrooms_unseen,Auditorium_idx_1,S4_R89,simplevit,0.0176871,0.438401,7.11124
acousticrooms_unseen,Auditorium_idx_1,S4_R90,simplevit,0.0280272,1.2509,11.2209
acousticrooms_unseen,Auditorium_idx_1,S4_R91,simplevit,0.0157823,2.07719,20.8959
acousticrooms_unseen,Auditorium_idx_1,S4_R92,simplevit,0.0334694,1.91201,23.5507
acousticrooms_unseen,Auditorium_idx_1,S4_R93,simplevit,0.090068,0.495931,33.4147
acousticrooms_unseen,Auditorium_idx_1,S4_R94,simplevit,0.082449,0.238849,23.7616
acousticrooms_unseen,Auditorium_idx_1,S4_R95,simplevit,0.0813605,0.0379765,26.8114
acousticrooms_unseen,Auditorium_idx_1,S4_R96,simplevit,0.029932,0.836099,24.1509
acousticrooms_unseen,Auditorium_idx_1,S4_R97,simplevit,0.0372789,1.56853,24.7197
acousticrooms_unseen,Auditorium_idx_1,S4_R98,simplevit,0.0563265,0.915623,19.2005
acousticrooms_unseen,Auditorium_idx_1,S4_R99,simplevit,0.0669388,0.0462988,17.4946
acousticrooms_unseen,Auditorium_idx_1,S4_R100,simplevit,0.0465306,3.60526,13.0102
acousticrooms_unseen,Auditorium_idx_1,S5_R1,simplevit,0.0331973,1.06873,5.09886
acousticrooms_unseen,Auditorium_idx_1,S5_R2,simplevit,0.00353741,1.07717,6.39432
acousticrooms_unseen,Auditorium_idx_1,S5_R3,simplevit,0.0372789,0.566874,4.5497
acousticrooms_unseen,Auditorium_idx_1,S5_R4,simplevit,0.0223129,2.12975,8.72812
acousticrooms_unseen,Auditorium_idx_1,S5_R5,simplevit,0.0263946,1.59453,0.624837
acousticrooms_unseen,Auditorium_idx_1,S5_R6,simplevit,0.00653061,1.04378,4.1121
acousticrooms_unseen,Auditorium_idx_1,S5_R7,simplevit,0.0329252,1.38325,1.80204
acousticrooms_unseen,Auditorium_idx_1,S5_R8,simplevit,0.0829932,2.17555,2.73349
acousticrooms_unseen,Auditorium_idx_1,S5_R9,simplevit,0.00462585,0.699248,5.74803
acousticrooms_unseen,Auditorium_idx_1,S5_R10,simplevit,0.0536054,0.490368,0.667594
acousticrooms_unseen,Auditorium_idx_1,S5_R11,simplevit,0.0541497,0.499086,1.26832
acousticrooms_unseen,Auditorium_idx_1,S5_R12,simplevit,0.0663946,0.616873,6.52287
acousticrooms_unseen,Auditorium_idx_1,S5_R13,simplevit,0.102041,1.04766,1.28649
acousticrooms_unseen,Auditorium_idx_1,S5_R14,simplevit,0.108299,2.74839,7.71436
acousticrooms_unseen,Auditorium_idx_1,S5_R15,simplevit,0.00734694,0.616809,3.53484
acousticrooms_unseen,Auditorium_idx_1,S5_R16,simplevit,0.0712925,1.90542,6.08285
acousticrooms_unseen,Auditorium_idx_1,S5_R17,simplevit,0.0201361,0.111772,9.11068
acousticrooms_unseen,Auditorium_idx_1,S5_R18,simplevit,0.0337415,0.490255,7.8827
acousticrooms_unseen,Auditorium_idx_1,S5_R19,simplevit,0.04,0.612988,3.44828
acousticrooms_unseen,Auditorium_idx_1,S5_R20,simplevit,0.0585034,0.939974,20.2318
acousticrooms_unseen,Auditorium_idx_1,S5_R21,simplevit,0.00517007,1.79344,6.92925
acousticrooms_unseen,Auditorium_idx_1,S5_R22,simplevit,0.0266667,0.650025,14.223
acousticrooms_unseen,Auditorium_idx_1,S5_R23,simplevit,0.00816327,2.92865,24.1166
acousticrooms_unseen,Auditorium_idx_1,S5_R24,simplevit,0.0231293,0.0139467,10.6383
acousticrooms_unseen,Auditorium_idx_1,S5_R25,simplevit,0.0541497,0.518456,2.04244
acousticrooms_unseen,Auditorium_idx_1,S5_R26,simplevit,0.0122449,0.564533,4.98304
acousticrooms_unseen,Auditorium_idx_1,S5_R27,simplevit,0.00353741,0.0665078,3.79038
acousticrooms_unseen,Auditorium_idx_1,S5_R28,simplevit,0.0239456,0.263648,0.128074
acousticrooms_unseen,Auditorium_idx_1,S5_R29,simplevit,0.00163265,0.211571,1.81333
acousticrooms_unseen,Auditorium_idx_1,S5_R30,simplevit,0.0209524,0.785752,3.09011
acousticrooms_unseen,Auditorium_idx_1,S5_R31,simplevit,0.0163265,0.00531673,2.25382
acousticrooms_unseen,Auditorium_idx_1,S5_R32,simplevit,0.0353741,0.574184,15.8997
acousticrooms_unseen,Auditorium_idx_1,S5_R33,simplevit,0.0380952,0.336517,23.8751
acousticrooms_unseen,Auditorium_idx_1,S5_R34,simplevit,0.0429932,1.77981,0.90475
acousticrooms_unseen,Auditorium_idx_1,S5_R35,simplevit,0.0576871,1.12232,10.9547
acousticrooms_unseen,Auditorium_idx_1,S5_R36,simplevit,0.0552381,2.47379,16.2676
acousticrooms_unseen,Auditorium_idx_1,S5_R37,simplevit,0.0397279,0.407531,0
acousticrooms_unseen,Auditorium_idx_1,S5_R38,simplevit,0.00789116,2.83572,1.00908
acousticrooms_unseen,Auditorium_idx_1,S5_R39,simplevit,0.0103401,0.675772,13.3575
acousticrooms_unseen,Auditorium_idx_1,S5_R40,simplevit,0.0386395,0.138576,0.293399
acousticrooms_unseen,Auditorium_idx_1,S5_R41,simplevit,0.0454422,0.680058,7.52465
acousticrooms_unseen,Auditorium_idx_1,S5_R42,simplevit,0.0840816,1.72612,4.95992
acousticrooms_unseen,Auditorium_idx_1,S5_R43,simplevit,0.00680272,0.111609,4.08276
acousticrooms_unseen,Auditorium_idx_1,S5_R44,simplevit,0.00244898,0.4135,0.923727
acousticrooms_unseen,Auditorium_idx_1,S5_R45,simplevit,0.00517007,0.970352,3.53715
acousticrooms_unseen,Auditorium_idx_1,S5_R46,simplevit,0.0353741,1.12631,9.83252
acousticrooms_unseen,Auditorium_idx_1,S5_R47,simplevit,0.0745578,1.58357,1.80995
acousticrooms_unseen,Auditorium_idx_1,S5_R48,simplevit,0.0160544,0.943814,8.25688
acousticrooms_unseen,Auditorium_idx_1,S5_R49,simplevit,0.0108844,0.364287,10.7114
acousticrooms_unseen,Auditorium_idx_1,S5_R50,simplevit,0.0598639,1.43121,0.637119
acousticrooms_unseen,Auditorium_idx_1,S5_R51,simplevit,0.0446259,0.345018,11.1613
acousticrooms_unseen,Auditorium_idx_1,S5_R52,simplevit,0.0114286,2.23998,0.561224
acousticrooms_unseen,Auditorium_idx_1,S5_R53,simplevit,0.0176871,1.6273,9.19725
acousticrooms_unseen,Auditorium_idx_1,S5_R54,simplevit,0.0356463,0.301111,0.301659
acousticrooms_unseen,Auditorium_idx_1,S5_R55,simplevit,0.0195918,0.642658,5.85741
acousticrooms_unseen,Auditorium_idx_1,S5_R56,simplevit,0.00761905,1.43084,4.3989
acousticrooms_unseen,Auditorium_idx_1,S5_R57,simplevit,0.0255782,2.20631,32.6355
acousticrooms_unseen,Auditorium_idx_1,S5_R58,simplevit,0.0141497,0.115689,15.0129
acousticrooms_unseen,Auditorium_idx_1,S5_R59,simplevit,0.0304762,1.6734,19.3328
acousticrooms_unseen,Auditorium_idx_1,S5_R60,simplevit,0.000544218,3.37765,36.266
acousticrooms_unseen,Auditorium_idx_1,S5_R61,simplevit,0.00870748,0.478475,14.5151
acousticrooms_unseen,Auditorium_idx_1,S5_R62,simplevit,0.0468027,2.9827,42.1093
acousticrooms_unseen,Auditorium_idx_1,S5_R63,simplevit,0.0326531,3.61572,31.3716
acousticrooms_unseen,Auditorium_idx_1,S5_R64,simplevit,0.0440816,1.75407,28.2754
acousticrooms_unseen,Auditorium_idx_1,S5_R65,simplevit,0.0753741,2.87909,26.8385
acousticrooms_unseen,Auditorium_idx_1,S5_R66,simplevit,0.0176871,3.83508,13.2638
acousticrooms_unseen,Auditorium_idx_1,S5_R67,simplevit,0.0468027,2.74124,30.6356
acousticrooms_unseen,Auditorium_idx_1,S5_R68,simplevit,0.0672109,5.21434,40.6871
acousticrooms_unseen,Auditorium_idx_1,S5_R69,simplevit,0.0127891,3.68388,37.4248
acousticrooms_unseen,Auditorium_idx_1,S5_R70,simplevit,0.0416327,1.38548,14.2922
acousticrooms_unseen,Auditorium_idx_1,S5_R71,simplevit,0.0029932,2.331,17.74
acousticrooms_unseen,Auditorium_idx_1,S5_R72,simplevit,0.00517007,0.111531,7.18996
acousticrooms_unseen,Auditorium_idx_1,S5_R73,simplevit,0.014966,0.672646,6.31654
acousticrooms_unseen,Auditorium_idx_1,S5_R74,simplevit,0.0533333,0.651021,3.83459
acousticrooms_unseen,Auditorium_idx_1,S5_R75,simplevit,0.0770068,0.56609,1.08611
acousticrooms_unseen,Auditorium_idx_1,S5_R76,simplevit,0.0293878,0.332036,3.79521
acousticrooms_unseen,Auditorium_idx_1,S5_R77,simplevit,0.0345578,0.0668886,4.84501
acousticrooms_unseen,Auditorium_idx_1,S5_R78,simplevit,0.0704762,0.499435,12.5191
acousticrooms_unseen,Auditorium_idx_1,S5_R79,simplevit,0.0666667,2.2697,7.47863
acousticrooms_unseen,Auditorium_idx_1,S5_R80,simplevit,0.0258503,0.718471,8.45559
acousticrooms_unseen,Auditorium_idx_1,S5_R81,simplevit,0.0544218,1.6577,5.41114
acousticrooms_unseen,Auditorium_idx_1,S5_R82,simplevit,0.0506122,0.717347,2.32839
acousticrooms_unseen,Auditorium_idx_1,S5_R83,simplevit,0.0231293,0.164671,9.99463
acousticrooms_unseen,Auditorium_idx_1,S5_R84,simplevit,0.0427211,0.571951,1.21951
acousticrooms_unseen,Auditorium_idx_1,S5_R85,simplevit,0.0737415,0.467944,4.92228
acousticrooms_unseen,Auditorium_idx_1,S5_R86,simplevit,0.0813605,2.50909,1.46628
acousticrooms_unseen,Auditorium_idx_1,S5_R87,simplevit,0.00163265,0.108599,0.333056
acousticrooms_unseen,Auditorium_idx_1,S5_R88,simplevit,0.0304762,0.228948,0.384517
acousticrooms_unseen,Auditorium_idx_1,S5_R89,simplevit,0.0457143,1.47137,6.89352
acousticrooms_unseen,Auditorium_idx_1,S5_R90,simplevit,0.0337415,0.746126,3.69393
acousticrooms_unseen,Auditorium_idx_1,S5_R91,simplevit,0.0155102,0.610443,9.30541
acousticrooms_unseen,Auditorium_idx_1,S5_R92,simplevit,0.0917007,1.98646,14.9631
acousticrooms_unseen,Auditorium_idx_1,S5_R93,simplevit,0.0530612,0.3891,4.69208
acousticrooms_unseen,Auditorium_idx_1,S5_R94,simplevit,0.0465306,0.905575,12.9172
acousticrooms_unseen,Auditorium_idx_1,S5_R95,simplevit,0.0544218,1.58994,8.97276
acousticrooms_unseen,Auditorium_idx_1,S5_R96,simplevit,0.0108844,1.24164,2.62055
acousticrooms_unseen,Auditorium_idx_1,S5_R97,simplevit,0.0171429,2.55502,1.19295
acousticrooms_unseen,Auditorium_idx_1,S5_R98,simplevit,0.0391837,1.37117,3.38983
acousticrooms_unseen,Auditorium_idx_1,S5_R99,simplevit,0.130068,4.9738,6.19034
acousticrooms_unseen,Auditorium_idx_1,S5_R100,simplevit,0.0133333,1.50837,1.1245
acousticrooms_unseen,Auditorium_idx_1,S6_R1,simplevit,0.0209524,0.0519419,4.30283
acousticrooms_unseen,Auditorium_idx_1,S6_R2,simplevit,0.0155102,2.29015,12.8961
acousticrooms_unseen,Auditorium_idx_1,S6_R3,simplevit,0.00816327,0.535425,5.32619
acousticrooms_unseen,Auditorium_idx_1,S6_R4,simplevit,0.0756463,2.70075,32.8154
acousticrooms_unseen,Auditorium_idx_1,S6_R5,simplevit,0.00353741,1.19281,13.9829
acousticrooms_unseen,Auditorium_idx_1,S6_R6,simplevit,0.0160544,0.544811,11.7288
acousticrooms_unseen,Auditorium_idx_1,S6_R7,simplevit,0.00489796,0.0565235,1.9263
acousticrooms_unseen,Auditorium_idx_1,S6_R8,simplevit,0.017415,0.571529,0.262927
acousticrooms_unseen,Auditorium_idx_1,S6_R9,simplevit,0.0405442,1.54176,11.0674
acousticrooms_unseen,Auditorium_idx_1,S6_R10,simplevit,0.0321088,0.26367,9.61758
acousticrooms_unseen,Auditorium_idx_1,S6_R11,simplevit,0.0285714,1.18899,9.39259
acousticrooms_unseen,Auditorium_idx_1,S6_R12,simplevit,0.00870748,0.672734,10.3812
acousticrooms_unseen,Auditorium_idx_1,S6_R13,simplevit,0.032381,2.982,19.0271
acousticrooms_unseen,Auditorium_idx_1,S6_R14,simplevit,0.00272109,3.63037,21.0512
acousticrooms_unseen,Auditorium_idx_1,S6_R15,simplevit,0.0228571,0.522555,7.47863
acousticrooms_unseen,Auditorium_idx_1,S6_R16,simplevit,0.00435374,0.00544406,7.5441
acousticrooms_unseen,Auditorium_idx_1,S6_R17,simplevit,0.0165986,1.67531,18.8606
acousticrooms_unseen,Auditorium_idx_1,S6_R18,simplevit,0.00653061,1.3436,0.462711
acousticrooms_unseen,Auditorium_idx_1,S6_R19,simplevit,0.0255782,2.14271,22.5523
acousticrooms_unseen,Auditorium_idx_1,S6_R20,simplevit,0.00136054,0.861405,10.9995
acousticrooms_unseen,Auditorium_idx_1,S6_R21,simplevit,0.0152381,1.34732,15.2582
acousticrooms_unseen,Auditorium_idx_1,S6_R22,simplevit,0.0552381,2.6993,13.5394
acousticrooms_unseen,Auditorium_idx_1,S6_R23,simplevit,0.0794558,0.286885,19.8391
acousticrooms_unseen,Auditorium_idx_1,S6_R24,simplevit,0.0506122,1.65273,14.2021
acousticrooms_unseen,Auditorium_idx_1,S6_R25,simplevit,0.0182313,1.42084,4.32577
acousticrooms_unseen,Auditorium_idx_1,S6_R26,simplevit,0.00598639,0.367744,4.18778
acousticrooms_unseen,Auditorium_idx_1,S6_R27,simplevit,0.0236735,0.762556,14.1565
acousticrooms_unseen,Auditorium_idx_1,S6_R28,simplevit,0.0331973,1.1018,15.8246
acousticrooms_unseen,Auditorium_idx_1,S6_R29,simplevit,0.00326531,0.800952,2.82281
acousticrooms_unseen,Auditorium_idx_1,S6_R30,simplevit,0.0234014,0.459856,11.1299
acousticrooms_unseen,Auditorium_idx_1,S6_R31,simplevit,0.00517007,0.287058,11.3995
acousticrooms_unseen,Auditorium_idx_1,S6_R32,simplevit,0.0119728,2.03893,10.1015
acousticrooms_unseen,Auditorium_idx_1,S6_R33,simplevit,0.148027,12.552,32.5105
acousticrooms_unseen,Auditorium_idx_1,S6_R34,simplevit,0.0740136,1.63229,19.1358
acousticrooms_unseen,Auditorium_idx_1,S6_R35,simplevit,0.075102,0.282559,16.0647
acousticrooms_unseen,Auditorium_idx_1,S6_R36,simplevit,0.0130612,2.54468,25.3456
acousticrooms_unseen,Auditorium_idx_1,S6_R37,simplevit,0.0269388,2.05807,11.3441
acousticrooms_unseen,Auditorium_idx_1,S6_R38,simplevit,0.0310204,1.03009,15.2785
acousticrooms_unseen,Auditorium_idx_1,S6_R39,simplevit,0.047619,1.114,18.8614
acousticrooms_unseen,Auditorium_idx_1,S6_R40,simplevit,0.00272109,0.657516,13.8315
acousticrooms_unseen,Auditorium_idx_1,S6_R41,simplevit,0.047619,2.13877,9.49868
acousticrooms_unseen,Auditorium_idx_1,S6_R42,simplevit,0.0438095,1.15135,16.2682
acousticrooms_unseen,Auditorium_idx_1,S6_R43,simplevit,0.0628571,2.99265,17.3306
acousticrooms_unseen,Auditorium_idx_1,S6_R44,simplevit,0.0122449,0.510069,8.47741
